Position,Location,Gender,Education,Experience (Years),Salary
Verilog,Mumbai,Female,B.Tech/B.E.,7,616.761
"Product manager,Product owner",Hyderabad,Female,B.Tech/B.E.,10,2175.603
"BA Asset Managemen, Senior Business Analyst",Ramnagar,Male,BCA,22,2289.636
oracle BI ETL Developer,Gurugram,Male,B.A,13,2115.486
"BA Asset Managemen, Senior Business Analyst",Noida,Male,B.Com,12,1248.531
Python Fullstack,Bilaspur,Female,B.Tech/B.E.,24,1308.175
C++,New Delhi,Female,BCA,22,2425.591
Oracle Banking,Pune,Female,BCA,10,2455.437
Oracle Banking Trade Finance,New Delhi,Male,B.Tech/B.E.,13,734.365
ui/ux developer,Noida,Male,Diploma,26,865.152
OIC Developer,Pune,Male,B.Com,17,622.97
Servicenow Developer,Hyderabad,Male,Diploma,17,623.146
"Product manager,Product owner",Mumbai,Female,BCA,9,2251.045
C++,Kolkata,Female,B.Tech/B.E.,26,2430.321
"BA Asset Managemen, Senior Business Analyst",Navi Mumbai,Female,BCA,9,1008.419
ServiceNow CMDB,New Delhi,Male,B.Sc,25,2407.28
ServiceNow,Guwahati,Male,B.Tech/B.E.,20,753.685
OIC Developer,Bengaluru,Female,B.Sc,21,2156.808
saleforce Developer,Bengaluru,Male,B.Com,10,1581.392
Servicenow Developer,Chennai,Male,B.Tech/B.E.,7,1116.366
"BA Asset Managemen, Senior Business Analyst",New Delhi,Male,B.Tech/B.E.,28,1107.374
"Product manager,Product owner",Bengaluru,Male,B.A,15,1710.027
"BA Asset Managemen, Senior Business Analyst",Gurugram,Male,B.Sc,26,564.682
Oracle BI ETL,New Delhi,Male,BCA,7,1058.506
Python Fullstack,Kolkata,Male,B.Com,22,2244.908
servicenow,Pune,Male,B.Tech/B.E.,22,755.683
"BA Asset Managemen, Senior Business Analyst",New Delhi,Female,B.Com,7,1103.661
Salesforce Developer,New Delhi,Male,Diploma,16,1006.088
C++,New Delhi,Female,BCA,21,1488.388
C++,Nagpur,Male,B.Tech/B.E.,24,2037.183
"Product manager,Product owner",Noida,Female,B.A,14,1463.054
ORACLE BANKING TRADE FINANCE,Mumbai,Male,B.A,12,1387.068
Tableau,Tiruchirapalli,Male,B.Tech/B.E.,5,814.952
Oracle BI ETL,Mumbai,Female,BCA,24,2437.342
Tableau,New Delhi,Female,B.Sc,25,2071.732
Python Fullstack Developer,Bengaluru,Male,BCA,9,1623.264
salesforce developer,Pune,Male,B.Com,26,1444.43
data science,Pune,Male,B.Com,14,1207.662
C++,Noida,Male,B.Tech/B.E.,12,1596.014
OPENSHIFT VIRTUALIZ,Bengaluru,Male,B.Tech/B.E.,23,1119.714
UI/UX Designer+Figma,Noida,Male,B.Com,12,2252.111
Cyber Security,Dindigul,Female,B.B.A/ B.M.S,13,1845.296
ndp design chassis,Mumbai,Female,B.Tech/B.E.,28,2357.956
Jawa with flowable,Bengaluru,Female,BCA,28,2425.841
Oracle BI ETL Devel,Siliguri,Male,B.B.A/ B.M.S,13,1934.124
Python Fullstack developer,Kolkata,Male,B.Tech/B.E.,12,2478.668
Salesforce Developer,Hyderabad,Female,B.Tech/B.E.,21,2409.502
Product Manager product owner,Bengaluru,Male,B.Com,6,1076.324
Tableau,Mumbai,Male,B.Sc,26,986.488
java with flowable,New Delhi,Female,B.Com,18,2025.339
C++,New Delhi,Female,B.Com,8,1117.412
product manager product owner,New Delhi,Male,B.Tech/B.E.,8,1014.991
DATABASE ADMINISTRATOR,Noida,Male,BCA,26,1172.514
Oracle BI ETL Devel,Hyderabad,Female,B.Tech/B.E.,25,892.682
ORACLE FUSION EBS,Gurugram,Male,B.Tech/B.E.,11,1733.969
snowflake,"Noida, Delhi - Uttar Pradesh",Male,B.Tech/B.E.,16,2223.887
Tableau,Bengaluru,Female,B.Com,14,2027.579
Oracle BI ETL Devel,Pune,Male,B.Tech/B.E.,8,1703.338
Product Manager Product owner,Mumbai,Female,B.Tech/B.E.,10,675.663
UI/UX Developer,Noida,Female,B.Com,26,1826.125
Supply Chain,New Delhi,Female,B.Com,27,1111.215
TABLEAU,Navi Mumbai and pune - Maharashtra,Male,B.Tech/B.E.,23,1434.413
Oracle Banking,Bengaluru,Male,BCA,10,1299.171
Oracle BI ETL Devel,Lucknow,Male,B.Tech/B.E.,16,1658.643
LINUX ADMINISTRATOR,Ahmedabad,Female,B.B.A/ B.M.S,19,2065.137
"BA Asset Managemen, Senior Business Analyst",Noida,Male,B.Com,12,2004.381
ui,Bengaluru,Male,B.Sc,23,1619.549
product manager,New Delhi,Male,B.Tech/B.E.,21,842.069
"UI/UX Designer+Figma,",Chennai,Male,BCA,28,997.344
Data Science,Pune,Male,B.Tech/B.E.,11,2355.1
Selenium Python,"New Delhi, Delhi, NOIDA, Pune - Delhi",Male,B.B.A/ B.M.S,28,821.466
NDP Design Chassis,New Delhi,Male,B.Tech/B.E.,7,1672.298
product manager,Bengaluru,Female,B.Tech/B.E.,12,1405.683
Python developer,Bengaluru,Female,B.Sc,21,1035.439
Java with Golang,Chennai,Male,BCA,18,2281.861
Cyber Security,Pune,Male,B.A,11,1197.212
C + Linux,Bengaluru,Male,B.Tech/B.E.,6,1379.032
Snowflake Data Engi,Chennai,Male,B.Sc,16,2099.428
UI/UX Designer+Figma,Noida,Male,B.Tech/B.E.,19,1643.298
Oracle EBS,Mumbai,Female,B.Tech/B.E.,20,2021.681
Front End Developer,New Delhi,Male,BCA,12,2486.873
"Data Engineer Spark, Big data developer",Visakhapatnam,Female,B.Sc,27,632.006
GCP Devops / Admin,Mohali,Female,B.Tech/B.E.,6,1247.149
Network Engineer,Bengaluru,Female,BCA,28,1502.994
"Linux,Unix",Bengaluru,Male,B.Tech/B.E.,13,1649.617
Selenium-Python,Kanpur,Male,B.Com,9,1143.078
oracle webcentr,Bengaluru,Male,B.Tech/B.E.,24,1121.696
cypress with automation testing,Gurugram,Female,B.Tech/B.E.,15,591.008
BMC control admin,Lucknow,Male,B.Com,21,778.608
Product Manager,Gurugram,Male,B.Sc,24,1545.992
ORACLE EBS ANALYST,Nagpur,Male,B.Sc,17,658.775
NDP Design Chassis,Bengaluru,Male,B.Tech/B.E.,19,1836.52
SFDC PRINCIPAL CONSULTANT,Nagpur,Female,Diploma,22,1343.614
drupal cms+php,Pune,Female,BCA,14,2002.432
RISK AND PORTFOLIO,New Delhi,Female,B.Tech/B.E.,10,1390.6
Servicenow Developer,New Delhi,Male,BCA,21,1418.295
NDP DESIGN CHASSIS,Gudivada,Male,B.Tech/B.E.,10,2013.542
Snowflake Data Engi,Siliguri,Female,B.Sc,16,1816.536
RPA DEVELOPER,nioda - Uttar Pradesh,Male,Diploma,21,924.375
Imanage Support,Noida,Male,B.Tech/B.E.,24,743.561
clm,Mumbai,Male,B.B.A/ B.M.S,23,805.767
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,6,1374.66
data science,Pune,Male,B.A,15,2216.701
java full stack Developer,Noida,Male,B.Tech/B.E.,24,1698.275
Cuda Developer,Gurugram,Male,B.Sc,18,1241.116
Risk and portfolio,New Delhi,Male,B.A,11,928.752
ORACLE EBS,Jaipur,Female,B.Sc,10,995.723
Catia BIW,Indore,Male,B.Tech/B.E.,19,2004.866
imanage support,Bengaluru,Female,B.Tech/B.E.,9,921.334
"NPD Design-Chassis, Senior Lead Engineer",Hyderabad,Female,B.Tech/B.E.,20,802.776
UI/UX Designer+FIGMA,Mumbai,Male,B.Sc,25,2231.228
php developer,Bilaspur,Male,B.Com,8,2412.92
UI/UX Designer,New Delhi,Male,BCA,19,1431.107
mainframe suport,Pune,Female,B.Sc,9,2245.67
UI/UX Designer+fixma,New Delhi,Male,B.Sc,21,564.298
React Native,Noida,Male,B.Tech/B.E.,26,1314.743
Selenium Python,Pune,Male,B.Tech/B.E.,8,1351.954
AWS CLOUD,Hyderabad,Female,B.Com,25,1523.865
Oracle cloud EBS Financial consultant,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.Tech/B.E.,8,975.582
Java Flowable,Kolkata,Male,BCA,22,1539.369
ibm api connect,Navi Mumbai,Female,B.Tech/B.E.,7,1352.91
Servicenow Developer,New Delhi,Male,B.A,27,2391.49
Nomad Developer,Bengaluru,Female,Diploma,18,2062.158
JAVA WITH FLOWABLE,Bengaluru,Male,B.Tech/B.E.,11,1146.129
middleware administrator,Chennai,Male,B.Com,18,1862.131
Oracle Product Engi,New Delhi,Male,B.Com,6,1664.459
Data Engineer,Bengaluru,Male,B.A,18,2118.632
java fullstack,Gurugram,Male,B.Com,14,1152.597
UI developers,New Delhi,Female,B.A,12,1725.6
Catia BIW,Kolkata,Male,B.Tech/B.E.,27,1349.832
Network Engineer,Pune,Male,B.Com,18,1809.768
Snowflake Data Engi,New Delhi,Male,B.Tech/B.E.,19,1314.154
Liferay Developer,New Delhi,Male,B.Tech/B.E.,12,1769.49
Product Manager,New Delhi,Male,B.Sc,22,1373.31
UI Developers,Nagpur,Male,B.Tech/B.E.,14,719.799
C + Linux,Noida,Male,Diploma,8,1523.552
NPD-Interior Trims,Mumbai,Male,BCA,17,667.481
UI/UX Designer+FIGMA,New Delhi,Male,B.Tech/B.E.,27,1277.074
Servicenow,Tiruchirapalli,Female,B.Tech/B.E.,24,2352.997
Python full stck developer,Mumbai,Male,B.Tech/B.E.,19,1825.214
HR Data Business An,New Delhi,Female,B.Com,27,2457.62
Network Engineer,Pune,Female,B.A,14,1988.589
OneShield Dragon Designer,Bengaluru,Male,B.Com,19,541.086
Oracle,Pune,Male,B.Com,17,1631.852
Workday integration,Pune,Male,B.B.A/ B.M.S,27,1263.117
HR Data BA,Noida,Male,B.A,6,1667.922
HR Data BA,Bengaluru,Male,BCA,27,1368.825
Cybersecurity,Noida,Female,B.A,24,2365.215
Python Fullstack developer,Dindigul,Female,B.Tech/B.E.,6,1383.082
Ping identity,Noida,Male,B.Tech/B.E.,19,2422.816
Ping identity,"Mumbai, Maharashtra - Maharashtra",Female,B.A,5,2413.692
Ping identity,Bengaluru,Female,B.B.A/ B.M.S,22,2358.437
Ping identity,Siliguri,Female,Diploma,21,760.924
HR Data Business An,Kolkata,Male,B.Tech/B.E.,7,837.322
React Native,Hyderabad,Male,B.Tech/B.E.,16,2205.995
Linux admin,Bengaluru,Male,B.Tech/B.E.,6,670.465
Linux admin,Mumbai,Male,B.Tech/B.E.,13,1283.599
NDP Exterior,New Delhi,Male,B.A,24,2192.752
Ping identity,New Delhi,Female,B.Tech/B.E.,12,628.241
Java Full Stack,Noida,Female,B.Tech/B.E.,28,829.543
Supply Chain,Hyderabad,Female,B.Com,17,2401.86
UX Desinger with Figma,Gurugram,Male,B.Sc,28,723.872
IBM Datapower,"Noida, Delhi - Uttar Pradesh",Female,Diploma,14,1202.922
"Linux Administrator,",Bengaluru,Female,B.Com,9,1557.169
DI Eclipse Architect,Pune,Female,B.Sc,6,1720.632
Cuda Developer,Mumbai,Male,Diploma,23,1330.131
Data Scientist,Bengaluru,Female,B.Tech/B.E.,23,1606.339
Cuda Developer,Noida,Male,B.Tech/B.E.,25,1324.883
Cuda Developer,Noida,Male,Diploma,9,2325.641
Product Manager,Noida,Female,B.Tech/B.E.,27,547.288
Cuda Developer,Pune,Male,B.A,19,2497.196
C++,Noida,Female,B.Sc,11,902.817
COMPLIANCE TRANSACTION MONITORING,Pune,Male,B.Tech/B.E.,26,1653.534
"Windows, Linux,",Nagpur,Male,B.Tech/B.E.,9,1232.321
C programming,Bengaluru,Male,Diploma,9,1476.118
ORACLE EBS ANALYST,Lucknow,Male,B.Tech/B.E.,12,1860.962
ServiceNow CMDB,Pune,Male,B.Tech/B.E.,6,1742.302
C++,Faridabad,Female,B.A,23,952.153
Java/C++,New Delhi,Male,BCA,25,655.937
"Lead Bankfast Engi,",Pune,Female,B.Com,15,1666.372
Linux Administrator,New Delhi,Female,B.B.A/ B.M.S,18,1937.69
IT Asset Management,Bengaluru,Male,B.Tech/B.E.,14,2118.178
Network Engineer,Dehradun,Male,B.Com,10,865.18
Cuda Developer,New Delhi,Female,B.Tech/B.E.,13,1482.869
Oracle,New Delhi,Male,B.A,27,1711.346
C++,Chennai,Male,B.Sc,13,2115.683
Oracle,New Delhi,Female,B.Tech/B.E.,5,2353.791
Python,Bengaluru,Female,B.Sc,8,2320.414
Risk and portfolio,Jalgaon,Female,B.Com,21,1007.16
ServiceNow Developer,Bengaluru,Female,B.Sc,6,694.854
ServiceNow Developer,Pune,Male,B.Tech/B.E.,10,2235.609
ServiceNow Developer,Mumbai,Male,B.Tech/B.E.,23,876.318
ServiceNow Developer,Ghaziabad,Female,B.Tech/B.E.,14,2141.542
Catia BIW,New Delhi,Male,B.Sc,20,2396.334
Product Manager,Bengaluru,Female,B.Tech/B.E.,6,2150.622
PeopleSoft Developer,Chennai,Male,B.A,20,1420.242
Workday integration,Gurugram,Male,B.Tech/B.E.,23,2134.376
PeopleSoft Developer,Pune,Male,BCA,19,706.466
Distributed Support,vishakapatnam - Andhra Pradesh,Female,B.A,12,657.048
PeopleSoft Developer,Chennai,Female,B.Com,10,1162.917
Distributed Support,Chennai,Female,B.Com,26,1635.614
Distributed Support,Chennai,Female,BCA,21,2214.579
Distributed Support,Bengaluru,Male,B.Tech/B.E.,13,2125.801
IManage Support Specialist,Pune,Female,B.Tech/B.E.,26,2163.986
Front End Developer,Pune,Male,B.Tech/B.E.,14,2219.756
MS Dynamics 365 CRM,Mumbai,Female,B.Tech/B.E.,9,2118.39
Cuda Developer,Pune,Male,B.Tech/B.E.,21,784.723
Cuda Developer,Mumbai,Male,B.Tech/B.E.,24,2159.256
SECURITY PROFESSIONAL,Noida,Female,B.A,5,502.689
Javascript,Ahemdabad - Gujarat,Male,B.Tech/B.E.,18,597.677
UI Angular,Noida,Male,B.Tech/B.E.,11,1655.911
Salesforce(Camera ON),Noida,Female,B.Tech/B.E.,17,1994.127
GCP Data engineer,Patna,Male,B.Tech/B.E.,7,2329.719
ServiceNow General,Bengaluru,Male,B.Tech/B.E.,15,1084.559
Cuda Developer,Lucknow,Male,BCA,8,881.586
Risk and portfolio,Mumbai,Male,B.Sc,6,1656.579
sfdc,Noida,Female,B.Sc,21,2383.208
"Cloud data architect,data Architect",Ghaziabad,Male,B.Tech/B.E.,21,1737.423
Cuda Developer,Pune,Male,B.Tech/B.E.,15,2233.571
Senior Infrastructure,Navi Mumbai,Male,B.Sc,27,580.665
Java With Flowable,Noida,Male,B.Com,27,859.081
servicenow,Pune,Male,B.Tech/B.E.,27,1664.205
Ping Identity,Nagpur,Female,B.Tech/B.E.,13,1931.14
Cuda Developer,Hyderabad,Male,B.A,11,1536.934
Senior Data Scientist,Noida,Male,B.Tech/B.E.,23,779.611
Lead Data Engineer,Chennai,Female,B.Tech/B.E.,25,1956.924
Supply Chain Wareho,New Delhi,Male,B.Tech/B.E.,17,2370.119
Cuda Developer,Visakhapatnam,Female,B.Tech/B.E.,23,1824.753
Data Engineer GCP,Bengaluru,Male,B.A,14,2344.242
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,8,735.768
MS SQL Developer,Hyderabad,Male,B.A,5,2066.887
Cuda Developer,Noida,Female,BCA,14,1172.362
Data Analyst,Gurugram,Male,B.Com,14,1733.886
"MS SQL Developer,","Fazilka , Punjab - Punjab",Female,B.Tech/B.E.,26,681.153
BMC control admin,Coimbatore,Female,B.Sc,24,1695.723
Linux Admin,Indore,Female,B.Tech/B.E.,10,1349.301
performance testing,Hyderabad,Male,B.A,13,2095.802
Product Owner,Noida,Female,B.Tech/B.E.,16,531.116
UI/UX Designer,"Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,25,2283.417
MS SQL Developer,New Delhi,Male,B.Com,13,1493.628
Data Engineer (EKL),Hyderabad,Female,B.Sc,26,1497.825
Java With Flowable,Kanpur,Male,B.Com,24,856.654
Android Mobile and IOS App Developer,Navi Mumbai,Male,B.Tech/B.E.,24,1309.84
Supply Chain Warehouse,Bhubaneswar,Male,BCA,8,1668.514
UI/UX Designer+Figma,New Delhi,Male,B.Sc,28,1519.106
Distributed Support,Pune,Male,BCA,22,1509.279
UI/UX Designer+Figma,Chennai,Male,B.Sc,26,1186.502
UI/UX Designer+Figma,Ayodhya - Uttar Pradesh,Female,B.Tech/B.E.,20,654.817
DATA BUSINESS ANALYST,Hyderabad,Female,B.Sc,8,623.437
BA Asset Management,Hubli,Female,B.Tech/B.E.,14,2449.904
Product Manager,Gurugram,Male,BCA,21,1719.373
Cuda Developer,Mumbai,Male,BCA,17,1954.906
OIC Developer,Patna,Male,B.Sc,28,1302.099
AWS Data Engineer,Pune,Female,B.Tech/B.E.,8,854.947
UX Developer,Pune,Female,B.Tech/B.E.,12,2341.054
SAP MDG Developer,Hyderabad,Female,Diploma,17,2456.341
Distributed Support,Nagaur,Male,B.A,6,2141.208
Distributed Support,New Delhi,Female,B.Sc,28,1340.826
MS SQL Developer,Noida,Male,B.Sc,14,1836.257
MS SQL Developer,Chennai,Male,B.Sc,6,1925.304
SAP MDG Developer,New Delhi,Male,BCA,8,2448.077
SAP MDG Developer,Kaithal,Male,B.B.A/ B.M.S,24,649.864
MS SQL Developer,New Delhi,Male,B.Tech/B.E.,20,2364.562
MS SQL Developer,New Delhi,Male,BCA,22,1099.602
MS SQL Developer,Mumbai Suburban,Male,B.Sc,7,1753.845
MS SQL Developer,Hyderabad,Female,Diploma,13,2361.727
Cuda Developer,New Delhi,Female,BCA,15,1111.32
MS SQL DEVELOPER,Kolkata,Female,B.Tech/B.E.,15,986.138
Cuda Developer,Bengaluru,Male,B.A,20,1005.85
Workday,Noida,Female,B.Tech/B.E.,19,2211.589
Product Owner,Noida,Male,B.Tech/B.E.,15,2066.896
Product Owner,Coimbatore,Male,B.Tech/B.E.,25,1006.931
Sr. Product Manager,Mumbai,Female,B.Tech/B.E.,24,1612.441
Product Owner,Gurugram,Female,B.Tech/B.E.,14,1850.579
UI/UX Designer+Figma,Noida,Male,B.Tech/B.E.,20,1611.955
Lead Business Analyst,Ghaziabad,Male,B.Tech/B.E.,5,1737.21
Oracle Banking Trade Finance,Bhatkal,Female,B.Tech/B.E.,21,878.906
UI / UI/UX Designer,Noida,Female,B.Sc,15,2499.499
Oracle BI ETL Deve,Noida,Male,B.Sc,27,2114.902
Tableau Server Admin,Pune,Female,B.A,23,1383.002
Supply Chain Warehouse,Prayagraj,Female,B.Com,5,1429.982
Senior Infrastructure,Bengaluru,Male,B.Com,12,2335.094
Supply Chain Warehouse,Gurugram,Female,B.Com,7,796.399
Supply Chain Warehouse,New Delhi,Male,B.Sc,21,1071.841
MS SQL Developer,Gurugram,Female,B.Com,22,1709.858
Business Analyst-CR,Hyderabad,Male,B.Tech/B.E.,6,509.377
Business Analyst-CR,Pune,Female,B.Tech/B.E.,13,836.074
AWS Data Engineer,New Delhi,Male,B.Tech/B.E.,15,1133.233
Workday integration,Noida,Male,B.Com,14,2437.314
Senior Infrastructure,Not Mentioned,Female,B.B.A/ B.M.S,25,1481.93
IAM Sailpoint,Kochi,Female,B.Sc,18,738.03
Salesforce,Chandigarh,Male,B.Tech/B.E.,25,562.323
Te chnic a l Pr o j e ct Mana g e r,Chennai,Female,Diploma,23,2138.942
Oracle Banking Trade Finance,Noida,Female,B.B.A/ B.M.S,9,1372.531
Mainframe Support,Gurugram,Female,BCA,20,1473.867
Java with Flowable,Amritsar,Male,B.Sc,24,1359.364
Cuda Developer,Jalgaon,Male,B.Tech/B.E.,5,970.143
Data Analyst,Kolhapur,Male,B.Com,8,1770.229
Product Owner,Bilaspur,Male,B.Tech/B.E.,18,918.523
C++,Noida,Male,B.Com,9,2115.979
C++,Gurugram,Female,B.A,6,1889.629
UI/UI/UX Designer,New Delhi,Female,B.Tech/B.E.,21,1758.217
UI/UX Designer+Figma,New Delhi,Male,B.Sc,28,1649.69
UI/UX Designer,Mumbai,Female,B.Tech/B.E.,10,2011.802
UI/UX Designer,Gurugram,Male,B.Sc,9,1966.566
Software Testing,Pune,Male,B.Com,8,1925.903
C++,Hyderabad,Male,B.Com,8,1478.838
C++,Gurugram,Male,B.Tech/B.E.,22,2493.704
Agile project manager,Pune,Female,B.Sc,18,737.782
UI/UX Designer+Figma,Gurugram,Male,B.Tech/B.E.,25,1679.788
Cuda Developer,Bengaluru,Male,B.Sc,16,1023.431
Oracle BI ETL Developer,Hyderabad,Male,BCA,25,883.762
"Product Owner, Sr. Product Manager,",Bengaluru,Female,B.Sc,17,2051.774
"Product Owner,",New Delhi,Male,B.Tech/B.E.,23,958.81
UI/UX Designer+figma,Gurugram,Male,B.Tech/B.E.,9,2110.264
Servicenow Develope,Pune,Female,Diploma,26,897.779
ServiceNow,Mumbai,Male,B.Tech/B.E.,28,2060.142
"Servicenow Principa,",Hyderabad,Male,BCA,24,1802.863
Product Manager,Ramnagar,Male,B.Tech/B.E.,18,1101.308
UI/UX Designer+figma,New Delhi,Female,B.A,23,1265.31
UI/UX Designer+Figma,Gurugram,Male,B.Tech/B.E.,22,1010.767
ruby on rails,Noida,Male,B.Tech/B.E.,16,2390.255
Oracle DBA,Bilaspur,Female,B.A,8,1340.353
UX/UI Lead Designer,New Delhi,Male,B.Com,28,1370.779
Senio infra structre specialist,Pune,Male,B.Com,6,1407.639
BA Asset Managemen,New Delhi,Male,Diploma,9,627.018
Oracle BI ETL,Noida,Female,B.Com,18,1893.147
UI/UX Designer,Pune,Female,BCA,9,545.383
MS SQL,Hyderabad,Male,B.A,14,1051.565
SERVICE PROGRAM MANAGER,Mumbai,Male,BCA,11,2285.895
Apache Druid,Navi Mumbai,Female,B.Sc,8,933.128
MS SQL,New Delhi,Female,BCA,13,2336.352
"Prouduct Owner,Product Manager",Guwahati,Male,Diploma,17,801.186
Cuda Developer,Bengaluru,Female,B.Sc,14,719.938
UI/UX Designer,Bengaluru,Male,B.Tech/B.E.,27,2080.264
MS SQL Developer,New Delhi,Female,B.Com,18,833.71
Supply Chain Wareho,Bengaluru,Male,B.Com,24,951.778
DI Eclipse architect,Gurugram,Male,BCA,16,507.601
Python Automation,New Delhi,Male,B.A,23,1548.662
Network Engineer,Kolkata,Male,B.A,14,2114.039
Liferay developer,Pune,Male,BCA,23,671.176
supply chain,New Delhi,Female,B.Com,15,2080.916
Data science,New Delhi,Male,B.Sc,27,1389.561
Salesforce developer,New Delhi,Male,B.Com,15,2352.973
C++,Nagpur,Male,Diploma,27,1960.473
C++,Mumbai,Male,B.Com,15,1712.914
C++,New Delhi,Male,B.Com,9,1838.737
Cuda Developer,Tiruchirapalli,Female,B.Sc,24,1494.007
Cuda Developer,Mumbai,Male,B.Com,21,1916.992
C++,New Delhi,Female,BCA,27,1824.821
C++,Pune,Female,B.Tech/B.E.,21,1050.724
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,16,992.942
C++,Pune,Male,B.Tech/B.E.,23,1799.636
C++,Pune,Female,B.Com,7,664.018
Cuda Developer,Noida,Female,B.Tech/B.E.,25,1694.566
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,23,2041.799
C++,Noida,Male,B.Tech/B.E.,26,947.508
C++,Dindigul,Female,B.A,8,1693.607
C++,Mumbai,Male,B.Tech/B.E.,25,1274.677
C++,Bengaluru,Male,B.Tech/B.E.,27,2344.381
C++,Kolkata,Female,B.Com,28,647.467
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,11,2236.031
Cuda Developer,Bengaluru,Male,B.A,14,996.844
C++,Mumbai,Male,B.Sc,12,632.528
Cuda Developer,New Delhi,Male,BCA,14,2367.622
C++,New Delhi,Female,Diploma,24,1036.848
Cuda Developer,Noida,Female,B.Sc,15,2020.011
C++,Hyderabad,Male,BCA,25,2126.261
C++,Gurugram,Female,BCA,16,1219.997
Cuda Developer,"Noida, Delhi - Uttar Pradesh",Male,B.Tech/B.E.,18,1107.729
C++,Bengaluru,Female,B.Tech/B.E.,24,2102.238
C++,Pune,Male,B.Com,26,739.128
Cuda Developer,Mumbai,Female,Diploma,14,788.434
C++ Developer,Noida,Male,B.Tech/B.E.,9,871.059
Java,New Delhi,Female,B.Tech/B.E.,25,1598.883
SALESFORCE COMMERCE CLOUD,Navi Mumbai and pune - Maharashtra,Female,B.B.A/ B.M.S,8,1941.782
Cuda Developer,Bengaluru,Female,B.Sc,7,1846.698
C++,Lucknow,Male,B.A,5,645.302
Cuda Developer,Ahmedabad,Female,B.Tech/B.E.,24,1656.382
Android Developer,Noida,Female,BCA,24,667.792
Android Developer,New Delhi,Female,B.Com,14,1874.263
Android Developer,Chennai,Female,B.Com,18,790.664
C++,Jamshedpur,Male,B.Sc,25,876.542
Cuda Developer,Pune,Female,B.A,16,2183.329
Cuda Developer,"New Delhi, Delhi, NOIDA, Pune - Delhi",Female,B.Com,13,1730.3
Android Developer,New Delhi,Male,B.Tech/B.E.,13,542.018
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,10,1927.478
Cuda Developer,Bengaluru,Female,B.A,22,1271.566
Android Developer,Chennai,Male,BCA,25,887.454
Android Developer,Pune,Male,BCA,13,1209.095
Android Developer,Bengaluru,Male,B.Tech/B.E.,7,820.332
Android Developer,Chennai,Male,BCA,18,1829.567
Android Developer,Noida,Male,B.Sc,10,841.22
Android Developer and Java,Mumbai,Male,B.Tech/B.E.,10,530.644
Android Developer,New Delhi,Male,B.Tech/B.E.,15,2081.42
Android Developer,Visakhapatnam,Male,B.Sc,6,1381.36
C++ Developer,Mohali,Male,B.Com,12,2124.088
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,18,1851.753
Android Developer,Kolkata,Male,B.Tech/B.E.,26,1395.642
C++ Developer,Bengaluru,Male,B.A,7,821.617
ANDROID,Kanpur,Male,BCA,18,1958.524
ANDROID,Bengaluru,Male,B.Tech/B.E.,22,1199.404
Android Developer,Gurugram,Male,B.B.A/ B.M.S,10,766.936
Cuda Developer,Lucknow,Female,B.A,22,1529.755
python,Gurugram,Male,B.A,27,2044.846
Android Developer,Bengaluru,Male,B.Sc,6,641.949
Android Developer,Nagpur,Female,B.Com,23,1445.358
Android Developer,Pune,Male,B.Tech/B.E.,13,1172.519
Python Fullstack-React,New Delhi,Female,Diploma,21,1689.871
Python Fullstack-React,New Delhi,Female,B.A,28,2326.816
Cuda Developer dev,New Delhi,Female,B.A,18,1745.53
Python Fullstack-React,Gudivada,Male,B.Tech/B.E.,7,1954.601
Cuda Developer DEV,New Delhi,Female,BCA,18,2188.567
C++ developer,Siliguri,Male,B.Tech/B.E.,15,931.056
Python Fullstack-React,nioda - Uttar Pradesh,Male,B.A,17,1036.172
Cuda Developer,Noida,Female,B.Tech/B.E.,27,2228.699
Python Fullstack-React,Mumbai,Male,B.Tech/B.E.,11,2318.173
Python Fullstack,New Delhi,Female,B.Tech/B.E.,19,1187.801
Salesforce,Hyderabad,Female,B.Tech/B.E.,25,771.576
Python+DS,Pune,Male,B.Tech/B.E.,27,1399.776
Python+DS,New Delhi,Female,B.Tech/B.E.,23,1769.145
Salesforce,Noida,Male,B.Tech/B.E.,25,2043.738
Python Backend,Noida,Male,B.Com,17,1587.946
Python Backend,Gurugram,Male,B.Tech/B.E.,23,1728.184
python react,New Delhi,Male,B.Com,7,1380.132
Python Fullstack,Jaipur,Male,B.Sc,18,2000.448
Salesforce,Kolkata,Male,B.Sc,19,2160.356
Python+DS,Indore,Female,BCA,16,2370.804
Python Backend,Bengaluru,Male,B.Tech/B.E.,9,875.954
Salesforce,Hyderabad,Female,B.Sc,23,2137.23
Python fullstack react,Noida,Male,B.Tech/B.E.,20,2308.879
Python fullstack react,Bilaspur,Male,B.Tech/B.E.,5,889.784
Salesforce,New Delhi,Female,BCA,20,1899.242
Python Fullstack,Pune,Male,B.A,22,2250.829
Python Fullstack,New Delhi,Female,B.B.A/ B.M.S,28,642.601
Python fullstack react,Noida,Male,B.Tech/B.E.,11,1289.282
